code,canonical_name,source,wiktionary_url,wikidata_id,family_code,family_name,family_parent_code,ancestor_codes,script_codes,short_description,description_source_urls,description_status,description_model,description_updated_at,metadata
bdk,Budukh,wiktionary,https://en.wiktionary.org/wiki/Category:Budukh_language,Q35397,cau-ssm,Southern Samur,cau-sam,"[""cau-nec-pro"",""cau-lzg-pro""]","[""Cyrl""]",,[],missing,,,{}
bdl,Indonesian Bajau,wiktionary,https://en.wiktionary.org/wiki/Category:Indonesian_Bajau_language,Q2880038,poz,Malayo-Polynesian,map,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
bdr,West Coast Bajau,wiktionary,https://en.wiktionary.org/wiki/Category:West_Coast_Bajau_language,Q2880037,poz-sbj,Sama-Bajaw,poz,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
bdy,Bandjalang,wiktionary,https://en.wiktionary.org/wiki/Category:Bandjalang_language,Q2980386,aus-pam,Pama-Nyungan,,"[""aus-pam-pro""]","[""Latn""]",,[],missing,,,{}
be,Belarusian,wiktionary,https://en.wiktionary.org/wiki/Category:Belarusian_language,Q9091,zle,East Slavic,sla,"[""zle-mbe""]","[""Cyrl"",""Latn""]",,[],missing,,,{}
bej,Beja,wiktionary,https://en.wiktionary.org/wiki/Category:Beja_language,Q33025,cus,Cushitic,afa,"[""afa-pro"",""cus-pro""]","[""Arab"",""Latn""]",,[],missing,,,{}
ber-pro,Proto-Berber,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Berber_language,,,,,"[""afa-pro""]",[],,[],missing,,,{}
bew,Betawi,wiktionary,https://en.wiktionary.org/wiki/Category:Betawi_language,Q33014,crp,creole or pidgin,qfa-cnt,"[""ms-old"",""ms-cla"",""ms""]","[""Latn""]",,[],missing,,,{}
bfm,Mmen,wiktionary,https://en.wiktionary.org/wiki/Category:Mmen_language,Q36132,nic-rnc,Central Ring,nic-rng,"[""nic-pro"",""nic-grf-pro""]","[""Latn""]",,[],missing,,,{}
bg,Bulgarian,wiktionary,https://en.wiktionary.org/wiki/Category:Bulgarian_language,Q7918,zls,South Slavic,sla,"[""ine-pro"",""ine-bsl-pro"",""sla-pro"",""cu"",""cu-bgm""]","[""Cyrl""]",,[],missing,,,{}
bh,Bihari,wiktionary,https://en.wiktionary.org/wiki/Category:Bihari_language,Q135305,inc-eas,Eastern Indo-Aryan,inc,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-aav""]","[""Deva""]",,[],missing,,,{}
bhb,Bhili,wiktionary,https://en.wiktionary.org/wiki/Category:Bhili_language,Q33229,inc-bhi,Bhil,inc-cen,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-asa""]","[""Deva"",""Gujr""]",,[],missing,,,{}
bhh,Bukhari,wiktionary,https://en.wiktionary.org/wiki/Category:Bukhari_language,Q56469,ira-swi,Southwestern Iranian,ira-wes,"[""ine-pro"",""iir-pro"",""ira-pro"",""pal-ear"",""pal-lat"",""fa-ear"",""fa-cls"",""tg""]","[""Cyrl"",""Hebr"",""Latn"",""fa-Arab""]",,[],missing,,,{}
bho,Bhojpuri,wiktionary,https://en.wiktionary.org/wiki/Category:Bhojpuri_language,Q33268,inc-bih,Bihari,inc-eas,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-aav""]","[""Deva"",""Kthi""]",,[],missing,,,{}
bhw,Biak,wiktionary,https://en.wiktionary.org/wiki/Category:Biak_language,Q1961488,poz-hce,Halmahera-Cenderawasih,pqe,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-hce-pro""]","[""Latn""]",,[],missing,,,{}
bi,Bislama,wiktionary,https://en.wiktionary.org/wiki/Category:Bislama_language,Q35452,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
bin,Edo,wiktionary,https://en.wiktionary.org/wiki/Category:Edo_language,Q35375,alv-eeo,Edo-Esan-Ora,alv-nce,"[""nic-pro"",""alv-pro"",""nic-vco-pro"",""alv-von-pro"",""alv-edo-pro""]","[""Latn""]",,[],missing,,,{}
bjj,Kannauji,wiktionary,https://en.wiktionary.org/wiki/Category:Kannauji_language,Q2726867,inc-hiw,Western Hindi,inc-cen,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ohi""]","[""Deva""]",,[],missing,,,{}
bjn,Banjarese,wiktionary,https://en.wiktionary.org/wiki/Category:Banjarese_language,Q33151,poz-mly,Malayic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""poz-mly-pro""]","[""Latn"",""Arab""]",,[],missing,,,{}
bjv,Bedjond,wiktionary,https://en.wiktionary.org/wiki/Category:Bedjond_language,Q8829831,csu-sar,Sara,csu-bba,"[""ssa-pro"",""csu-pro"",""csu-bba-pro"",""csu-sar-pro""]","[""Latn""]",,[],missing,,,{}
bkd,Binukid,wiktionary,https://en.wiktionary.org/wiki/Category:Binukid_language,Q4914553,mno,Manobo,phi,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
bks,Masbate Sorsogon,wiktionary,https://en.wiktionary.org/wiki/Category:Masbate_Sorsogon_language,Q16113356,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
blk,Pa'o Karen,wiktionary,https://en.wiktionary.org/wiki/Category:Pa%27o_Karen_language,Q7121294,kar,Karen,sit,"[""sit-pro"",""kar-pro""]","[""Mymr""]",,[],missing,,,{}
bln,Southern Catanduanes Bikol,wiktionary,https://en.wiktionary.org/wiki/Category:Southern_Catanduanes_Bikol_language,Q7569754,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
blt,Tai Dam,wiktionary,https://en.wiktionary.org/wiki/Category:Tai_Dam_language,Q56407,tai-swe,Southwestern Tai,tai-sap,"[""qfa-tak-pro"",""qfa-bet-pro"",""tai-pro"",""tai-swe-pro""]","[""Tavt"",""Latn""]",,[],missing,,,{}
bm,Bambara,wiktionary,https://en.wiktionary.org/wiki/Category:Bambara_language,Q33243,dmn-emn,East Manding,dmn-man,"[""nic-pro"",""dmn-pro"",""dmn-mdw-pro""]","[""Latn"",""Nkoo""]",,[],missing,,,{}
bn,Bengali,wiktionary,https://en.wiktionary.org/wiki/Category:Bengali_language,Q9610,inc-bas,Bengali-Assamese,inc-eas,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-mbn""]","[""Beng"",""Newa""]",,[],missing,,,{}
bnn,Bunun,wiktionary,https://en.wiktionary.org/wiki/Category:Bunun_language,Q56505,map,Austronesian,,"[""map-pro""]","[""Latn""]",,[],missing,,,{}
bno,Asi,wiktionary,https://en.wiktionary.org/wiki/Category:Asi_language,Q29490,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
bnt-cmn,Common Bantu,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Common_Bantu_by_language,,,,,"[""bnt-pro""]",[],,[],missing,,,{}
bnt-ngu-pro,Proto-Nguni,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Nguni_language,,,,,"[""bnt-pro""]",[],,[],missing,,,{}
bnt-phu,Phuthi,wiktionary,https://en.wiktionary.org/wiki/Category:Phuthi_language,,,,,"[""bnt-pro""]",[],,[],missing,,,{}
bnt-pro,Proto-Bantu,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Bantu_language,,,,,[],[],,[],missing,,,{}
bnt-sab-pro,Proto-Sabaki,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Sabaki_language,,,,,"[""bnt-pro""]",[],,[],missing,,,{}
bnt-sts-pro,Proto-Sotho-Tswana,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Sotho-Tswana_language,,,,,"[""bnt-pro""]",[],,[],missing,,,{}
bo,Tibetan,wiktionary,https://en.wiktionary.org/wiki/Category:Tibetan_language,Q34271,sit-tib,Tibetic,sit-bdi,"[""sit-pro"",""sit-bdi-pro"",""otb""]","[""Tibt""]",,[],missing,,,{}
bol,Bole,wiktionary,https://en.wiktionary.org/wiki/Category:Bole_language,Q3436680,cdc-wst,West Chadic,cdc,"[""afa-pro"",""cdc-pro""]","[""Latn""]",,[],missing,,,{}
bpy,Bishnupriya Manipuri,wiktionary,https://en.wiktionary.org/wiki/Category:Bishnupriya_Manipuri_language,Q37059,inc-bas,Bengali-Assamese,inc-eas,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-obn""]","[""Beng""]",,[],missing,,,{}
bqi,Bakhtiari,wiktionary,https://en.wiktionary.org/wiki/Category:Bakhtiari_language,Q257829,ira-swi,Southwestern Iranian,ira-wes,"[""ine-pro"",""iir-pro"",""ira-pro"",""peo"",""pal""]","[""fa-Arab""]",,[],missing,,,{}
bqj,Bandial,wiktionary,https://en.wiktionary.org/wiki/Category:Bandial_language,Q34872,alv-jol,Jola,alv-bak,"[""nic-pro"",""alv-pro""]","[""Latn""]",,[],missing,,,{}
br,Breton,wiktionary,https://en.wiktionary.org/wiki/Category:Breton_language,Q12107,cel-brs,Southwestern Brythonic,cel-bry,"[""ine-pro"",""cel-pro"",""cel-bry-pro"",""obt"",""xbm""]","[""Latn""]",,[],missing,,,{}
bra,Braj,wiktionary,https://en.wiktionary.org/wiki/Category:Braj_language,Q35243,inc-hiw,Western Hindi,inc-cen,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-ohi""]","[""Deva""]",,[],missing,,,{}
brc,Berbice Creole Dutch,wiktionary,https://en.wiktionary.org/wiki/Category:Berbice_Creole_Dutch_language,Q35215,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""frk"",""odt"",""dum"",""nl""]","[""Latn""]",,[],missing,,,{}
brg,Baure,wiktionary,https://en.wiktionary.org/wiki/Category:Baure_language,Q2839722,awd,Arawak,,"[""awd-pro""]","[""Latn""]",,[],missing,,,{}
brx,Bodo (India),wiktionary,https://en.wiktionary.org/wiki/Category:Bodo_(India)_language,Q33223,tbq-bdg,Bodo-Garo,tbq-bkj,"[""sit-pro"",""tbq-pro"",""tbq-bdg-pro""]","[""Deva"",""Latn""]",,[],missing,,,{}
bsk,Burushaski,wiktionary,https://en.wiktionary.org/wiki/Category:Burushaski_language,Q216286,qfa-iso,isolate,qfa-not,[],"[""Arab""]",,[],missing,,,{}
bsw,Baiso,wiktionary,https://en.wiktionary.org/wiki/Category:Baiso_language,Q56615,cus-som,Somaloid,cus-eas,"[""afa-pro"",""cus-pro"",""cus-som-pro""]","[""Latn""]",,[],missing,,,{}
btd,Dairi Batak,wiktionary,https://en.wiktionary.org/wiki/Category:Dairi_Batak_language,Q2891045,btk,Batak,poz-nws,"[""btk-pro""]","[""Latn"",""Batk""]",,[],missing,,,{}
btk-pro,Proto-Batak,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Batak_language,,,,,[],[],,[],missing,,,{}
bto,Rinconada Bikol,wiktionary,https://en.wiktionary.org/wiki/Category:Rinconada_Bikol_language,Q12633026,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
btx,Karo Batak,wiktionary,https://en.wiktionary.org/wiki/Category:Karo_Batak_language,Q33012,btk,Batak,poz-nws,"[""btk-pro""]","[""Latn"",""Batk""]",,[],missing,,,{}
bua,Buryat,wiktionary,https://en.wiktionary.org/wiki/Category:Buryat_language,Q33120,xgn-cen,Central Mongolic,xgn,"[""xgn-pro"",""xng-ear"",""xng-lat"",""cmg""]","[""Cyrl"",""Mong"",""Latn""]",,[],missing,,,{}
bug,Buginese,wiktionary,https://en.wiktionary.org/wiki/Category:Buginese_language,Q33190,poz-ssw,South Sulawesi,poz,"[""map-pro"",""poz-pro"",""poz-ssw-pro""]","[""Bugi"",""Latn""]",,[],missing,,,{}
bwa,Bwatoo,wiktionary,https://en.wiktionary.org/wiki/Category:Bwatoo_language,Q9232446,poz-cln,New Caledonian,poz-ocs,"[""map-pro"",""poz-pro"",""poz-cet-pro"",""pqe-pro"",""poz-oce-pro""]","[""Latn""]",,[],missing,,,{}
bwo,Shinasha,wiktionary,https://en.wiktionary.org/wiki/Category:Shinasha_language,Q56260,omv-gon,Gonga,omv,"[""afa-pro"",""omv-pro""]","[""Latn""]",,[],missing,,,{}
byn,Blin,wiktionary,https://en.wiktionary.org/wiki/Category:Blin_language,Q56491,cus-cen,Central Cushitic,cus,"[""afa-pro"",""cus-pro""]","[""Ethi"",""Latn""]",,[],missing,,,{}
bzj,Belizean Creole,wiktionary,https://en.wiktionary.org/wiki/Category:Belizean_Creole_language,Q1363055,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
bzk,Nicaraguan Creole,wiktionary,https://en.wiktionary.org/wiki/Category:Nicaraguan_Creole_language,Q3504097,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""gem-pro"",""gmw-pro"",""gmw-nsg-pro"",""gmw-afr-pro"",""ang"",""enm"",""en-ear"",""en""]","[""Latn""]",,[],missing,,,{}
ca,Catalan,wiktionary,https://en.wiktionary.org/wiki/Category:Catalan_language,Q7026,roa-ocr,Occitano-Romance,roa-gar,"[""la-vul"",""roa-pro"",""roa-oca""]","[""Latn""]",,[],missing,,,{}
caa,Ch'orti',wiktionary,https://en.wiktionary.org/wiki/Category:Ch%27orti%27_language,Q35177,myn,Mayan,,"[""myn-pro""]","[""Latn""]",,[],missing,,,{}
cab,Garifuna,wiktionary,https://en.wiktionary.org/wiki/Category:Garifuna_language,Q35490,awd-taa,Ta-Arawak,awd,"[""awd-pro"",""awd-taa-pro"",""crb""]","[""Latn""]",,[],missing,,,{}
cag,Nivaclé,wiktionary,https://en.wiktionary.org/wiki/Category:Nivacl%C3%A9_language,Q3182557,sai-mtc,Matacoan,sai-mgc,[],"[""Latn""]",,[],missing,,,{}
car,Kari'na,wiktionary,https://en.wiktionary.org/wiki/Category:Kari%27na_language,Q56611,sai-gui,Guianan,sai-car,"[""sai-car-pro""]","[""Latn""]",,[],missing,,,{}
cau-abz-pro,Proto-Abkhaz-Abaza,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Abkhaz-Abaza_language,,,,,"[""cau-nwc-pro""]",[],,[],missing,,,{}
cau-and-pro,Proto-Andian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Andian_language,,,,,"[""cau-nec-pro"",""cau-ava-pro""]",[],,[],missing,,,{}
cau-ava-pro,Proto-Avaro-Andian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Avaro-Andian_language,,,,,"[""cau-nec-pro""]",[],,[],missing,,,{}
cau-cir-pro,Proto-Circassian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Circassian_language,,,,,"[""cau-nwc-pro""]",[],,[],missing,,,{}
cau-drg-pro,Proto-Dargwa,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Dargwa_language,,,,,"[""cau-nec-pro""]",[],,[],missing,,,{}
cau-lzg-pro,Proto-Lezghian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Lezghian_language,,,,,"[""cau-nec-pro""]",[],,[],missing,,,{}
cau-nec-pro,Proto-Northeast Caucasian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Northeast_Caucasian_language,,,,,[],[],,[],missing,,,{}
cau-nkh-pro,Proto-Nakh,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Nakh_language,,,,,"[""cau-nec-pro""]",[],,[],missing,,,{}
cau-nwc-pro,Proto-Northwest Caucasian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Northwest_Caucasian_language,,,,,[],[],,[],missing,,,{}
cau-tsz-pro,Proto-Tsezian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Tsezian_language,,,,,"[""cau-nec-pro""]",[],,[],missing,,,{}
cay,Cayuga,wiktionary,https://en.wiktionary.org/wiki/Category:Cayuga_language,Q32967,iro-nor,North Iroquoian,iro,"[""iro-pro"",""iro-nor-pro""]","[""Latn""]",,[],missing,,,{}
cba-pro,Proto-Chibchan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Chibchan_language,,,,,[],[],,[],missing,,,{}
cbk,Chavacano,wiktionary,https://en.wiktionary.org/wiki/Category:Chavacano_language,Q33281,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""osp"",""es-ear"",""es""]","[""Latn""]",,[],missing,,,{}
cbn,Nyah Kur,wiktionary,https://en.wiktionary.org/wiki/Category:Nyah_Kur_language,Q116849,mkh-mnc,Monic,mkh,"[""aav-pro"",""mkh-pro"",""mkh-mnc-pro"",""omx""]","[""Thai""]",,[],missing,,,{}
ccc,Chamicuro,wiktionary,https://en.wiktionary.org/wiki/Category:Chamicuro_language,Q2155119,awd,Arawak,,"[""awd-pro""]","[""Latn""]",,[],missing,,,{}
ccp,Chakma,wiktionary,https://en.wiktionary.org/wiki/Category:Chakma_language,Q32952,inc-bas,Bengali-Assamese,inc-eas,"[""ine-pro"",""iir-pro"",""inc-pro"",""inc-obn""]","[""Cakm"",""Beng"",""Latn""]",,[],missing,,,{}
ccs-gzn-pro,Proto-Georgian-Zan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Georgian-Zan_language,,,,,"[""ccs-pro""]",[],,[],missing,,,{}
ccs-pro,Proto-Kartvelian,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Kartvelian_language,,,,,[],[],,[],missing,,,{}
cdc-cbm-pro,Proto-Central Chadic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Central_Chadic_language,,,,,"[""afa-pro"",""cdc-pro""]",[],,[],missing,,,{}
cdc-pro,Proto-Chadic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Chadic_language,,,,,"[""afa-pro""]",[],,[],missing,,,{}
cdd-pro,Proto-Caddoan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Caddoan_language,,,,,[],[],,[],missing,,,{}
cdy,Chadong,wiktionary,https://en.wiktionary.org/wiki/Category:Chadong_language,Q926742,qfa-kms,Kam-Sui,qfa-tak,"[""qfa-tak-pro"",""qfa-kms-pro""]",[],,[],missing,,,{}
ce,Chechen,wiktionary,https://en.wiktionary.org/wiki/Category:Chechen_language,Q33350,cau-vay,Vainakh,cau-nkh,"[""cau-nec-pro"",""cau-nkh-pro""]","[""Cyrl"",""Latn"",""Arab""]",,[],missing,,,{}
ceb,Cebuano,wiktionary,https://en.wiktionary.org/wiki/Category:Cebuano_language,Q33239,phi,Philippine,poz,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn"",""Tglg""]",,[],missing,,,{}
cel-bry-pro,Proto-Brythonic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Brythonic_language,,,,,"[""ine-pro"",""cel-pro""]",[],,[],missing,,,{}
cel-gau,Gaulish,wiktionary,https://en.wiktionary.org/wiki/Category:Gaulish_language,,,,,"[""ine-pro"",""cel-pro""]",[],,[],missing,,,{}
cel-pro,Proto-Celtic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Celtic_language,,,,,"[""ine-pro""]",[],,[],missing,,,{}
cgc,Kagayanen,wiktionary,https://en.wiktionary.org/wiki/Category:Kagayanen_language,Q6346422,mno,Manobo,phi,"[""map-pro"",""poz-pro"",""phi-pro""]","[""Latn""]",,[],missing,,,{}
ch,Chamorro,wiktionary,https://en.wiktionary.org/wiki/Category:Chamorro_language,Q33262,poz,Malayo-Polynesian,map,"[""map-pro"",""poz-pro""]","[""Latn""]",,[],missing,,,{}
chb,Chibcha,wiktionary,https://en.wiktionary.org/wiki/Category:Chibcha_language,Q2356431,cba,Chibchan,qfa-mch,"[""cba-pro""]","[""Latn""]",,[],missing,,,{}
chg,Chagatai,wiktionary,https://en.wiktionary.org/wiki/Category:Chagatai_language,Q36831,trk-kar,Karluk,trk-cmn,"[""trk-pro"",""trk-cmn-pro"",""xqa"",""zkh""]","[""Arab"",""Ougr""]",,[],missing,,,{}
chh,Chinook,wiktionary,https://en.wiktionary.org/wiki/Category:Chinook_language,Q6693380,nai-ckn,Chinookan,,"[""nai-ckn-pro""]","[""Latn""]",,[],missing,,,{}
chi-pro,Proto-Chimakuan,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Chimakuan_language,,,,,[],[],,[],missing,,,{}
chk,Chuukese,wiktionary,https://en.wiktionary.org/wiki/Category:Chuukese_language,Q33161,poz-mic,Micronesian,poz-occ,"[""map-pro"",""poz-pro"",""poz-mic-pro""]","[""Latn""]",,[],missing,,,{}
chl,Cahuilla,wiktionary,https://en.wiktionary.org/wiki/Category:Cahuilla_language,Q56438,azc-cup,Cupan,azc-tak,"[""azc-pro"",""azc-tak-pro"",""azc-cup-pro""]","[""Latn""]",,[],missing,,,{}
chm-pro,Proto-Mari,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Mari_language,,,,,"[""urj-pro""]",[],,[],missing,,,{}
chn,Chinook Jargon,wiktionary,https://en.wiktionary.org/wiki/Category:Chinook_Jargon_language,Q35173,crp,creole or pidgin,qfa-cnt,"[""nai-ckn-pro"",""chh"",""nuk""]","[""Latn"",""Dupl""]",,[],missing,,,{}
cho,Choctaw,wiktionary,https://en.wiktionary.org/wiki/Category:Choctaw_language,Q32979,nai-mus,Muskogean,,"[""nai-mus-pro""]","[""Latn""]",,[],missing,,,{}
chr,Cherokee,wiktionary,https://en.wiktionary.org/wiki/Category:Cherokee_language,Q33388,iro,Iroquoian,,"[""iro-pro""]","[""Cher""]",,[],missing,,,{}
cia,Cia-Cia,wiktionary,https://en.wiktionary.org/wiki/Category:Cia-Cia_language,Q35284,poz-mun,Muna-Buton,poz-clb,"[""map-pro"",""poz-pro""]","[""Hang"",""Latn"",""Arab""]",,[],missing,,,{}
cic,Chickasaw,wiktionary,https://en.wiktionary.org/wiki/Category:Chickasaw_language,Q33192,nai-mus,Muskogean,,"[""nai-mus-pro""]","[""Latn""]",,[],missing,,,{}
cim,Cimbrian,wiktionary,https://en.wiktionary.org/wiki/Category:Cimbrian_language,Q37053,gmw-hgm,High German,gmw,"[""ine-pro"",""gem-pro"",""gmw-pro"",""goh"",""gmh"",""bar""]","[""Latn""]",,[],missing,,,{}
cja,Western Cham,wiktionary,https://en.wiktionary.org/wiki/Category:Western_Cham_language,Q12645578,cmc,Chamic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""cmc-pro""]","[""Latn"",""Arab"",""Khmr"",""Cham""]",,[],missing,,,{}
cji,Chamalal,wiktionary,https://en.wiktionary.org/wiki/Category:Chamalal_language,Q56567,cau-and,Andian,cau-ava,"[""cau-nec-pro"",""cau-ava-pro"",""cau-and-pro""]","[""Cyrl""]",,[],missing,,,{}
cjm,Eastern Cham,wiktionary,https://en.wiktionary.org/wiki/Category:Eastern_Cham_language,Q2948019,cmc,Chamic,poz-mcm,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro"",""cmc-pro""]","[""Latn"",""Cham""]",,[],missing,,,{}
cjs,Shor,wiktionary,https://en.wiktionary.org/wiki/Category:Shor_language,Q34139,trk-ssb,South Siberian Turkic,trk-sib,"[""trk-pro"",""trk-cmn-pro""]","[""Cyrl""]",,[],missing,,,{}
ckb,Central Kurdish,wiktionary,https://en.wiktionary.org/wiki/Category:Central_Kurdish_language,Q36811,ku,Kurdish,ira-nwi,"[""ku-pro""]","[""ku-Arab""]",,[],missing,,,{}
cks,Tayo,wiktionary,https://en.wiktionary.org/wiki/Category:Tayo_language,Q1133089,crp,creole or pidgin,qfa-cnt,"[""ine-pro"",""itc-pro"",""itc-ola"",""la"",""fro"",""frm"",""fr""]","[""Latn""]",,[],missing,,,{}
ckt,Chukchi,wiktionary,https://en.wiktionary.org/wiki/Category:Chukchi_language,Q33170,qfa-ckn,Chukotkan,qfa-cka,"[""qfa-cka-pro""]","[""Cyrl"",""Latn""]",,[],missing,,,{}
ckv,Kavalan,wiktionary,https://en.wiktionary.org/wiki/Category:Kavalan_language,Q716627,map,Austronesian,,"[""map-pro""]","[""Latn""]",,[],missing,,,{}
cla,Ron,wiktionary,https://en.wiktionary.org/wiki/Category:Ron_language,Q3440432,cdc-wst,West Chadic,cdc,"[""afa-pro"",""cdc-pro""]","[""Latn""]",,[],missing,,,{}
cmc-pro,Proto-Chamic,wiktionary,https://en.wiktionary.org/wiki/Category:Proto-Chamic_language,,,,,"[""map-pro"",""poz-pro"",""poz-msa-pro"",""poz-mcm-pro""]",[],,[],missing,,,{}
cmg,Classical Mongolian,wiktionary,https://en.wiktionary.org/wiki/Category:Classical_Mongolian_language,Q5128303,xgn-cen,Central Mongolic,xgn,"[""xgn-pro"",""xng-ear"",""xng-lat""]","[""Mong"",""Soyo"",""Zanb""]",,[],missing,,,{}
cmn,Mandarin,wiktionary,https://en.wiktionary.org/wiki/Category:Mandarin_language,Q9192,zhx-man,Mandarinic,zhx,"[""sit-pro"",""och"",""ltc"",""cmn-ear""]","[""Hants"",""Latn"",""Bopo"",""Brai""]",,[],missing,,,{}
cmn-ear,Early Mandarin,wiktionary,https://en.wiktionary.org/wiki/Category:Terms_derived_from_Early_Mandarin_by_language,Q837169,,,,"[""sit-pro"",""och"",""ltc""]",[],,[],missing,,,{}
cms,Messapic,wiktionary,https://en.wiktionary.org/wiki/Category:Messapic_language,Q36383,ine,Indo-European,,"[""ine-pro""]","[""Polyt""]",,[],missing,,,{}
cnk,Khumi Chin,wiktionary,https://en.wiktionary.org/wiki/Category:Khumi_Chin_language,Q56308,tbq-kuk,Kuki-Chin,sit,"[""sit-pro"",""tbq-kuk-pro""]","[""Latn""]",,[],missing,,,{}
cnx,Middle Cornish,wiktionary,https://en.wiktionary.org/wiki/Category:Middle_Cornish_language,Q12642603,cel-brs,Southwestern Brythonic,cel-bry,"[""ine-pro"",""cel-pro"",""cel-bry-pro"",""oco""]","[""Latn""]",,[],missing,,,{}
co,Corsican,wiktionary,https://en.wiktionary.org/wiki/Category:Corsican_language,Q33111,roa-itr,Italo-Romance,roa-itd,"[""ine-pro"",""itc-pro"",""itc-ola"",""la""]","[""Latn""]",,[],missing,,,{}
cod,Cocama,wiktionary,https://en.wiktionary.org/wiki/Category:Cocama_language,Q33317,tup,Tupian,,"[""tup-pro""]","[""Latn""]",,[],missing,,,{}
cop,Coptic,wiktionary,https://en.wiktionary.org/wiki/Category:Coptic_language,Q36155,egx,Egyptian,afa,"[""egx-dem""]","[""Copt""]",,[],missing,,,{}
